,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g,Renda domiciliar mensal per capita,Movel_Total,Fixa_Total
65692,31,1,Sim,Sim,1318.0,Urb,Urb
65694,31,1,Sim,Sim,1250.0,Urb,Urb
65695,31,1,Sim,Sim,4066.0,Urb,Urb
65696,31,1,Sim,Sim,4500.0,Urb,Urb
65697,31,1,Sim,Sim,925.0,Urb,Urb
65698,31,1,Sim,Sim,5600.0,Urb,Urb
65699,31,1,Sim,Não,2974.0,Urb,
65700,31,1,Sim,Sim,3250.0,Urb,Urb
65701,31,1,Sim,Sim,1862.0,Urb,Urb
65702,31,1,Sim,Sim,6625.0,Urb,Urb
65703,31,1,Sim,Sim,5000.0,Urb,Urb
65704,31,1,Sim,Sim,3500.0,Urb,Urb
65706,31,1,Sim,Sim,22000.0,Urb,Urb
65708,31,1,Sim,Sim,12500.0,Urb,Urb
65710,31,1,Não,,7000.0,,
65712,31,1,Sim,Sim,13000.0,Urb,Urb
65713,31,1,Sim,Sim,331200.0,Urb,Urb
65714,31,1,Sim,Sim,1666.0,Urb,Urb
65715,31,1,Sim,Sim,9000.0,Urb,Urb
65716,31,1,Sim,Não,2800.0,Urb,
65717,31,1,Sim,Não,12000.0,Urb,
65718,31,1,Sim,Sim,1524.0,Urb,Urb
65719,31,1,Sim,Sim,314.0,Urb,Urb
65720,31,1,Não,,406.0,,
65721,31,1,Sim,Sim,504.0,Urb,Urb
65722,31,1,Sim,Sim,633.0,Urb,Urb
65723,31,1,Sim,Sim,481.0,Urb,Urb
65724,31,1,Sim,Sim,418.0,Urb,Urb
65725,31,1,Sim,Sim,2000.0,Urb,Urb
65727,31,1,Sim,Sim,341.0,Urb,Urb
65728,31,1,Sim,Sim,344.0,Urb,Urb
65729,31,1,Sim,Sim,310.0,Urb,Urb
65730,31,1,Sim,Sim,414.0,Urb,Urb
65731,31,1,Sim,Sim,1400.0,Urb,Urb
65733,31,1,Não,,181.0,,
65735,31,1,Sim,Sim,4503.0,Urb,Urb
65736,31,1,Sim,Não,925.0,Urb,
65737,31,1,Não,,3000.0,,
65740,31,1,Sim,Sim,1486.0,Urb,Urb
65741,31,1,Sim,Não,3600.0,Urb,
65743,31,1,Sim,Sim,6400.0,Urb,Urb
65744,31,1,Sim,Não,12000.0,Urb,
65745,31,1,Sim,Sim,4000.0,Urb,Urb
65746,31,1,Sim,Não,8100.0,Urb,
65747,31,1,Sim,Não,1200.0,Urb,
65750,31,1,Sim,Não,2200.0,Urb,
65752,31,1,Não,,750.0,,
65753,31,1,Sim,Sim,3600.0,Urb,Urb
65754,31,1,Sim,Não,562.0,Urb,
65756,31,1,Não,,999.0,,
65757,31,1,Não,,2549.0,,
65758,31,1,Sim,Sim,2500.0,Urb,Urb
65760,31,1,Sim,Sim,800.0,Urb,Urb
65761,31,1,Sim,Sim,1556.0,Urb,Urb
65762,31,1,Sim,Não,4800.0,Urb,
65763,31,1,Sim,Não,1086.0,Urb,
65764,31,1,Sim,Sim,3699.0,Urb,Urb
65766,31,1,Sim,Sim,5000.0,Urb,Urb
65769,31,1,Sim,Sim,7500.0,Urb,Urb
65770,31,1,Sim,Sim,10500.0,Urb,Urb
65772,31,1,Sim,Sim,1600.0,Urb,Urb
65775,31,1,Sim,Não,16021.0,Urb,
65777,31,1,Não,,1890.0,,
65778,31,1,Não,,2074.0,,
65780,31,1,Sim,Sim,4450.0,Urb,Urb
65781,31,1,Sim,Sim,1650.0,Urb,Urb
65783,31,1,Sim,Sim,7833.0,Urb,Urb
65784,31,1,Sim,Não,2260.0,Urb,
65785,31,1,Sim,Sim,1000.0,Urb,Urb
65786,31,1,Sim,Sim,12700.0,Urb,Urb
65787,31,1,Sim,Não,12725.0,Urb,
65788,31,1,Sim,Sim,8500.0,Urb,Urb
65790,31,1,Sim,Não,7000.0,Urb,
65791,31,1,Sim,Sim,4000.0,Urb,Urb
65792,31,1,Sim,Sim,6080.0,Urb,Urb
65793,31,1,Sim,Sim,8433.0,Urb,Urb
65794,31,1,Não,,1740.0,,
65795,31,1,Sim,Sim,7981.0,Urb,Urb
65797,31,1,Não,,6362.0,,
65798,31,1,Sim,Não,1950.0,Urb,
65807,31,1,Sim,Sim,15000.0,Urb,Urb
65808,31,1,Sim,Não,7500.0,Urb,
65810,31,1,Sim,Sim,4500.0,Urb,Urb
65811,31,1,Sim,Sim,5500.0,Urb,Urb
65815,31,1,Sim,Não,4650.0,Urb,
65816,31,1,Sim,Sim,5500.0,Urb,Urb
65818,31,1,Sim,Não,5166.0,Urb,
65820,31,1,Sim,Não,1725.0,Urb,
65822,31,1,Sim,Não,5000.0,Urb,
65823,31,1,Sim,Sim,7500.0,Urb,Urb
65824,31,1,Sim,Sim,4000.0,Urb,Urb
65825,31,1,Sim,Sim,2720.0,Urb,Urb
65827,31,1,Sim,Sim,3800.0,Urb,Urb
65831,31,1,Sim,Sim,213.0,Urb,Urb
65832,31,1,Não,,529.0,,
65833,31,1,Não,,222.0,,
65837,31,1,Sim,Sim,2125.0,Urb,Urb
65838,31,1,Não,,334.0,,
65839,31,1,Não,,1800.0,,
65840,31,1,Sim,Não,1150.0,Urb,
65841,31,1,Sim,Sim,266.0,Urb,Urb
65843,31,1,Sim,Sim,10500.0,Urb,Urb
65844,31,1,Sim,Sim,17500.0,Urb,Urb
65845,31,1,Sim,Sim,2250.0,Urb,Urb
65847,31,1,Sim,Sim,3750.0,Urb,Urb
65849,31,1,Sim,Sim,10000.0,Urb,Urb
65850,31,1,Sim,Sim,1432.0,Urb,Urb
65851,31,1,Sim,Não,1350.0,Urb,
65852,31,1,Sim,Sim,1939.0,Urb,Urb
65853,31,1,Sim,Sim,2000.0,Urb,Urb
65854,31,1,Sim,Sim,7000.0,Urb,Urb
65855,31,1,Sim,Não,3641.0,Urb,
65857,31,1,Sim,Sim,2300.0,Urb,Urb
65858,31,1,Sim,Sim,2717.0,Urb,Urb
65859,31,1,Não,,962.0,,
65861,31,1,Sim,Sim,14250.0,Urb,Urb
65862,31,1,Sim,Sim,6000.0,Urb,Urb
65863,31,1,Sim,Sim,25000.0,Urb,Urb
65864,31,1,Sim,Sim,5375.0,Urb,Urb
65865,31,1,Sim,Sim,12720.0,Urb,Urb
65867,31,1,Sim,Sim,5000.0,Urb,Urb
65868,31,1,Sim,Sim,3220.0,Urb,Urb
65869,31,1,Sim,Sim,8700.0,Urb,Urb
65871,31,1,Sim,Sim,2900.0,Urb,Urb
65872,31,1,Sim,Sim,5600.0,Urb,Urb
65873,31,1,Sim,Sim,6300.0,Urb,Urb
65876,31,1,Sim,Sim,13000.0,Urb,Urb
65878,31,1,Sim,Sim,3200.0,Urb,Urb
65882,31,1,Sim,Sim,4475.0,Urb,Urb
65883,31,1,Sim,Sim,2675.0,Urb,Urb
65886,31,1,Sim,Sim,8750.0,Urb,Urb
65888,31,1,Sim,Sim,3250.0,Urb,Urb
65889,31,1,Sim,Não,1900.0,Urb,
65890,31,1,Sim,Sim,12900.0,Urb,Urb
65891,31,1,Sim,Não,3280.0,Urb,
65893,31,1,Não,,2200.0,,
65895,31,1,Sim,Sim,7250.0,Urb,Urb
65898,31,1,Sim,Sim,16800.0,Urb,Urb
65902,31,1,Sim,Sim,1000.0,Urb,Urb
65904,31,1,Sim,Sim,6649.0,Urb,Urb
65906,31,1,Sim,Sim,300.0,Urb,Urb
65907,31,1,Sim,Sim,3333.0,Urb,Urb
65908,31,1,Sim,Sim,3741.0,Urb,Urb
65911,31,1,Sim,Não,9100.0,Urb,
65913,31,1,Sim,Sim,1540.0,Urb,Urb
65914,31,1,Sim,Sim,3672.0,Urb,Urb
65915,31,1,Sim,Sim,4000.0,Urb,Urb
65917,31,1,Sim,Sim,8441.0,Urb,Urb
65918,31,1,Sim,Não,2850.0,Urb,
65919,31,1,Sim,Não,2000.0,Urb,
65920,31,1,Sim,Sim,2200.0,Urb,Urb
65925,31,1,Sim,Não,4000.0,Urb,
65927,31,1,Sim,Sim,3500.0,Urb,Urb
65930,31,1,Sim,Sim,8666.0,Urb,Urb
65931,31,1,Sim,Não,6862.0,Urb,
65932,31,1,Sim,Sim,26554.0,Urb,Urb
65933,31,1,Sim,Sim,5845.0,Urb,Urb
65934,31,1,Sim,Sim,3000.0,Urb,Urb
65936,31,1,Não,,724.0,,
65938,31,1,Sim,Sim,2080.0,Urb,Urb
65939,31,1,Sim,Sim,10000.0,Urb,Urb
65940,31,1,Sim,Sim,12266.0,Urb,Urb
65941,31,1,Sim,Sim,7000.0,Urb,Urb
65943,31,1,Sim,Sim,6750.0,Urb,Urb
65944,31,1,Sim,Sim,6862.0,Urb,Urb
65945,31,1,Não,,2750.0,,
65948,31,1,Sim,Sim,666.0,Urb,Urb
65949,31,1,Sim,Sim,950.0,Urb,Urb
65950,31,1,Sim,Sim,737.0,Urb,Urb
65951,31,1,Sim,Sim,525.0,Urb,Urb
65952,31,1,Sim,Sim,1474.0,Urb,Urb
65953,31,1,Sim,Sim,1950.0,Urb,Urb
65954,31,1,Não,,681.0,,
65955,31,1,Sim,Não,1300.0,Urb,
65956,31,1,Sim,Sim,641.0,Urb,Urb
65957,31,1,Não,,1700.0,,
65959,31,1,Não,,1448.0,,
65960,31,1,Sim,Não,1666.0,Urb,
65961,31,1,Sim,Sim,525.0,Urb,Urb
65962,31,1,Sim,Não,2250.0,Urb,
65963,31,1,Sim,Sim,3025.0,Urb,Urb
65964,31,1,Sim,Sim,1166.0,Urb,Urb
65965,31,1,Sim,Sim,2440.0,Urb,Urb
65966,31,1,Sim,Sim,714.0,Urb,Urb
65967,31,1,Não,,1850.0,,
65969,31,1,Sim,Sim,3250.0,Urb,Urb
65970,31,1,Sim,Sim,5000.0,Urb,Urb
65971,31,1,Sim,Sim,2170.0,Urb,Urb
65972,31,1,Sim,Sim,2520.0,Urb,Urb
65974,31,1,Sim,Sim,3333.0,Urb,Urb
65975,31,1,Sim,Sim,3550.0,Urb,Urb
65976,31,1,Sim,Não,1000.0,Urb,
65977,31,1,Sim,Não,1391.0,Urb,
65978,31,1,Sim,Sim,1625.0,Urb,Urb
65980,31,1,Sim,Sim,2000.0,Urb,Urb
65981,31,1,Sim,Sim,4700.0,Urb,Urb
65982,31,1,Sim,Sim,868.0,Urb,Urb
65983,31,1,Sim,Sim,3666.0,Urb,Urb
65985,31,1,Sim,Sim,2500.0,Urb,Urb
65986,31,1,Sim,Sim,4000.0,Urb,Urb
65987,31,1,Sim,Sim,1666.0,Urb,Urb
65990,31,1,Sim,Não,2250.0,Urb,
65991,31,1,Sim,Sim,1391.0,Urb,Urb
65992,31,1,Sim,Não,881.0,Urb,
65993,31,1,Sim,Sim,572.0,Urb,Urb
65994,31,1,Sim,Não,963.0,Urb,
65995,31,1,Sim,Sim,2000.0,Urb,Urb
65996,31,1,Sim,Não,6250.0,Urb,
65997,31,1,Sim,Sim,625.0,Urb,Urb
65998,31,1,Sim,Não,893.0,Urb,
65999,31,1,Sim,Sim,1524.0,Urb,Urb
66000,31,1,Sim,Não,1181.0,Urb,
66001,31,1,Sim,Não,187.0,Urb,
66002,31,1,Sim,Não,4362.0,Urb,
66003,31,1,Não,,2500.0,,
66005,31,1,Não,,724.0,,
66006,31,1,Sim,Não,4970.0,Urb,
66007,31,1,Não,,362.0,,
66008,31,1,Não,,724.0,,
66009,31,1,Sim,Sim,3500.0,Urb,Urb
66010,31,1,Sim,Sim,1666.0,Urb,Urb
66011,31,1,Não,,3362.0,,
66012,31,1,Sim,Não,1681.0,Urb,
66013,31,1,Não,,1366.0,,
66014,31,1,Sim,Sim,2250.0,Urb,Urb
66015,31,1,Sim,Sim,1725.0,Urb,Urb
66016,31,1,Sim,Sim,533.0,Urb,Urb
66017,31,1,Não,,3162.0,,
66018,31,1,Sim,Não,1125.0,Urb,
66019,31,1,Sim,Sim,450.0,Urb,Urb
66020,31,1,Sim,Sim,1492.0,Urb,Urb
66021,31,1,Sim,Sim,2575.0,Urb,Urb
66022,31,1,Não,,724.0,,
66023,31,1,Não,,724.0,,
66025,31,1,Sim,Sim,252.0,Urb,Urb
66026,31,1,Não,,300.0,,
66027,31,1,Sim,Sim,1400.0,Urb,Urb
66028,31,1,Sim,Não,1250.0,Urb,
66032,31,1,Sim,Não,3162.0,Urb,
66033,31,1,Sim,Sim,3933.0,Urb,Urb
66035,31,1,Sim,Não,666.0,Urb,
66037,31,1,Sim,Não,900.0,Urb,
66038,31,1,Sim,Não,6500.0,Urb,
66039,31,1,Sim,Não,12400.0,Urb,
66041,31,1,Não,,724.0,,
66042,31,1,Sim,Não,1232.0,Urb,
66043,31,1,Sim,Não,3025.0,Urb,
66045,31,1,Não,,400.0,,
66046,31,1,Não,,900.0,,
66047,31,1,Sim,Sim,800.0,Urb,Urb
66048,31,1,Sim,Sim,948.0,Urb,Urb
66049,31,1,Sim,Sim,850.0,Urb,Urb
66050,31,1,Sim,Sim,483.0,Urb,Urb
66051,31,1,Não,,2700.0,,
66052,31,1,Sim,Sim,1066.0,Urb,Urb
66053,31,1,Não,,405.0,,
66055,31,1,Sim,Não,293.0,Urb,
66056,31,1,Não,,864.0,,
66057,31,1,Sim,Sim,1820.0,Urb,Urb
66058,31,1,Sim,Não,662.0,Urb,
66059,31,1,Sim,Sim,3250.0,Urb,Urb
66060,31,1,Sim,Sim,13500.0,Urb,Urb
66064,31,1,Sim,Não,3400.0,Urb,
66065,31,1,Sim,Sim,4400.0,Urb,Urb
66066,31,1,Não,,2856.0,,
66068,31,1,Sim,Sim,3000.0,Urb,Urb
66070,31,1,Sim,Não,4000.0,Urb,
66072,31,1,Não,,887.0,,
66073,31,1,Sim,Sim,4600.0,Urb,Urb
66074,31,1,Sim,Sim,4524.0,Urb,Urb
66075,31,1,Sim,Sim,7241.0,Urb,Urb
66076,31,1,Sim,Não,4000.0,Urb,
66077,31,1,Sim,Não,747.0,Urb,
66078,31,1,Sim,Não,1200.0,Urb,
66080,31,1,Sim,Não,1568.0,Urb,
66081,31,1,Sim,Não,2708.0,Urb,
66082,31,1,Sim,Não,4200.0,Urb,
66083,31,1,Sim,Não,1500.0,Urb,
66084,31,1,Sim,Sim,3000.0,Urb,Urb
66085,31,1,Sim,Não,3566.0,Urb,
66086,31,1,Não,,1924.0,,
66087,31,1,Sim,Sim,4325.0,Urb,Urb
66088,31,1,Sim,Sim,2766.0,Urb,Urb
66089,31,1,Sim,Não,4285.0,Urb,
66090,31,1,Sim,Sim,2612.0,Urb,Urb
66092,31,1,Não,,2116.0,,
66093,31,1,Sim,Não,9000.0,Urb,
66094,31,1,Sim,Não,4150.0,Urb,
66095,31,1,Sim,Sim,1040.0,Urb,Urb
66096,31,1,Sim,Não,991.0,Urb,
66098,31,1,Sim,Sim,2800.0,Urb,Urb
66099,31,1,Sim,Não,1000.0,Urb,
66103,31,1,Sim,Sim,3541.0,Urb,Urb
66104,31,1,Sim,Sim,3000.0,Urb,Urb
66105,31,1,Sim,Sim,2250.0,Urb,Urb
66106,31,1,Sim,Sim,19000.0,Urb,Urb
66108,31,1,Sim,Não,1150.0,Urb,
66109,31,1,Sim,Não,724.0,Urb,
66110,31,1,Não,,666.0,,
66111,31,1,Não,,1466.0,,
66112,31,1,Não,,1500.0,,
66113,31,1,Não,,666.0,,
66114,31,1,Não,,650.0,,
66115,31,1,Não,,437.0,,
66116,31,1,Sim,Não,1000.0,Urb,
66118,31,1,Não,,362.0,,
66119,31,1,Sim,Não,637.0,Urb,
66120,31,1,Não,,241.0,,
66121,31,1,Sim,Não,1850.0,Urb,
66123,31,1,Sim,Não,2000.0,Urb,
66124,31,1,Sim,Não,5724.0,Urb,
66125,31,1,Sim,Não,220.0,Urb,
66127,31,1,Sim,Não,1550.0,Urb,
66129,31,1,Sim,Sim,2400.0,Urb,Urb
66130,31,1,Sim,Não,1587.0,Urb,
66131,31,1,Sim,Não,1100.0,Urb,
66132,31,1,Sim,Sim,576.0,Urb,Urb
66133,31,1,Sim,Sim,2287.0,Urb,Urb
66135,31,1,Sim,Não,2666.0,Urb,
66136,31,1,Sim,Sim,2424.0,Urb,Urb
66137,31,1,Sim,Sim,933.0,Urb,Urb
66138,31,1,Sim,Sim,0.0,Urb,Urb
66139,31,1,Sim,Não,1100.0,Urb,
66141,31,1,Sim,Sim,432.0,Urb,Urb
66142,31,1,Sim,Não,362.0,Urb,
66143,31,1,Sim,Não,1320.0,Urb,
66144,31,1,Não,,267.0,,
66145,31,1,Sim,Sim,2080.0,Urb,Urb
66147,31,1,Sim,Sim,2250.0,Urb,Urb
66148,31,1,Não,,289.0,,
66149,31,1,Sim,Sim,4683.0,Urb,Urb
66150,31,1,Não,,633.0,,
66151,31,1,Sim,Não,724.0,Urb,
66152,31,1,Não,,725.0,,
66153,31,1,Não,,670.0,,
66154,31,1,Sim,Sim,785.0,Urb,Urb
66155,31,1,Não,,335.0,,
66156,31,1,Sim,Sim,507.0,Urb,Urb
66157,31,1,Não,,1400.0,,
66158,31,1,Não,,600.0,,
66160,31,1,Sim,Sim,482.0,Urb,Urb
66161,31,1,Sim,Sim,1000.0,Urb,Urb
66162,31,1,Não,,278.0,,
66163,31,1,Não,,2400.0,,
66164,31,1,Não,,503.0,,
66165,31,1,Sim,Sim,724.0,Urb,Urb
66166,31,1,Não,,862.0,,
66167,31,1,Sim,Sim,500.0,Urb,Urb
66168,31,1,Sim,Sim,500.0,Urb,Urb
66169,31,1,Sim,Sim,725.0,Urb,Urb
66171,31,1,Não,,758.0,,
66172,31,1,Não,,724.0,,
66173,31,1,Não,,902.0,,
66174,31,1,Sim,Sim,612.0,Urb,Urb
66175,31,1,Sim,Não,1600.0,Urb,
66176,31,1,Sim,Sim,2500.0,Urb,Urb
66177,31,1,Não,,1810.0,,
66178,31,1,Sim,Não,1131.0,Urb,
66179,31,1,Não,,2000.0,,
66180,31,1,Sim,Não,1428.0,Urb,
66181,31,1,Sim,Não,1708.0,Urb,
66182,31,1,Não,,724.0,,
66183,31,1,Sim,Não,900.0,Urb,
66184,31,1,Sim,Não,1541.0,Urb,
66185,31,1,Não,,400.0,,
66186,31,1,Sim,Sim,3733.0,Urb,Urb
66187,31,1,Sim,Não,1500.0,Urb,
66188,31,1,Sim,Sim,550.0,Urb,Urb
66189,31,1,Não,,724.0,,
66190,31,1,Sim,Sim,1700.0,Urb,Urb
66192,31,1,Sim,Sim,1500.0,Urb,Urb
66193,31,1,Sim,Sim,2500.0,Urb,Urb
66194,31,1,Sim,Não,3712.0,Urb,
66195,31,1,Sim,Sim,2100.0,Urb,Urb
66196,31,1,Sim,Não,1860.0,Urb,
66197,31,1,Sim,Sim,6200.0,Urb,Urb
66198,31,1,Não,,724.0,,
66199,31,1,Sim,Sim,2110.0,Urb,Urb
66200,31,1,Sim,Sim,2900.0,Urb,Urb
66201,31,1,Sim,Sim,11856.0,Urb,Urb
66202,31,1,Sim,Sim,944.0,Urb,Urb
66203,31,1,Sim,Sim,3500.0,Urb,Urb
66204,31,1,Sim,Sim,4933.0,Urb,Urb
66205,31,1,Sim,Sim,3092.0,Urb,Urb
66206,31,1,Não,,724.0,,
66207,31,1,Sim,Sim,5000.0,Urb,Urb
66209,31,1,Sim,Sim,4263.0,Urb,Urb
66210,31,1,Sim,Não,5000.0,Urb,
66212,31,1,Sim,Sim,4200.0,Urb,Urb
66213,31,1,Sim,Sim,1325.0,Urb,Urb
66214,31,1,Sim,Sim,3500.0,Urb,Urb
66216,31,1,Sim,Sim,750.0,Urb,Urb
66217,31,1,Sim,Não,8100.0,Urb,
66218,31,1,Sim,Não,1250.0,Urb,
66219,31,1,Sim,Sim,4830.0,Urb,Urb
66220,31,1,Sim,Não,912.0,Urb,
66221,31,1,Sim,Sim,12000.0,Urb,Urb
66222,31,1,Sim,Não,1400.0,Urb,
66224,31,1,Sim,Não,3333.0,Urb,
66225,31,1,Não,,4500.0,,
66226,31,1,Sim,Sim,2166.0,Urb,Urb
66228,31,1,Não,,2594.0,,
66230,31,1,Sim,Não,5762.0,Urb,
66231,31,1,Sim,Não,5562.0,Urb,
66232,31,1,Sim,Sim,2675.0,Urb,Urb
66233,31,1,Sim,Sim,6666.0,Urb,Urb
66234,31,1,Sim,Não,2500.0,Urb,
66235,31,1,Sim,Não,5000.0,Urb,
66236,31,1,Sim,Não,3625.0,Urb,
66238,31,1,Sim,Sim,5241.0,Urb,Urb
66240,31,1,Não,,540.0,,
66241,31,1,Não,,1824.0,,
66242,31,1,Sim,Não,1241.0,Urb,
66243,31,1,Não,,1448.0,,
66244,31,1,Sim,Não,677.0,Urb,
66245,31,1,Não,,724.0,,
66247,31,1,Sim,Não,1025.0,Urb,
66248,31,1,Não,,724.0,,
66249,31,1,Sim,Não,2900.0,Urb,
66251,31,1,Sim,Não,786.0,Urb,
66252,31,1,Sim,Sim,5000.0,Urb,Urb
66254,31,1,Sim,Não,2206.0,Urb,
66255,31,1,Não,,1450.0,,
66256,31,1,Sim,Não,640.0,Urb,
66257,31,1,Não,,656.0,,
66259,31,1,Não,,496.0,,
66260,31,1,Não,,871.0,,
66261,31,1,Não,,1000.0,,
66262,31,1,Sim,Sim,748.0,Urb,Urb
66263,31,1,Sim,Sim,812.0,Urb,Urb
66264,31,1,Sim,Não,238.0,Urb,
66265,31,1,Não,,333.0,,
66266,31,1,Não,,518.0,,
66269,31,1,Não,,791.0,,
66270,31,1,Sim,Sim,780.0,Urb,Urb
66271,31,1,Não,,362.0,,
66272,31,1,Não,,500.0,,
66273,31,1,Sim,Sim,505.0,Urb,Urb
66274,31,1,Não,,181.0,,
66275,31,1,Sim,Não,333.0,Urb,
66276,31,1,Não,,724.0,,
66277,31,1,Sim,Sim,925.0,Urb,Urb
66279,31,1,Sim,Não,3000.0,Urb,
66280,31,1,Sim,Sim,3250.0,Urb,Urb
66281,31,1,Sim,Sim,800.0,Urb,Urb
66282,31,1,Sim,Não,1100.0,Urb,
66283,31,1,Sim,Não,2850.0,Urb,
66286,31,1,Sim,Não,1750.0,Urb,
66287,31,1,Sim,Não,350.0,Urb,
66288,31,1,Sim,Sim,5000.0,Urb,Urb
66289,31,1,Sim,Sim,10000.0,Urb,Urb
66290,31,1,Sim,Sim,1108.0,Urb,Urb
66291,31,1,Sim,Sim,1016.0,Urb,Urb
66292,31,1,Sim,Não,2375.0,Urb,
66293,31,1,Sim,Não,5000.0,Urb,
66294,31,1,Não,,1149.0,,
66295,31,1,Não,,690.0,,
66296,31,1,Sim,Não,4100.0,Urb,
66297,31,1,Sim,Não,2982.0,Urb,
66299,31,1,Sim,Sim,9750.0,Urb,Urb
66300,31,1,Sim,Sim,2500.0,Urb,Urb
66301,31,1,Sim,Não,2250.0,Urb,
66302,31,1,Sim,Não,950.0,Urb,
66303,31,1,Sim,Não,1033.0,Urb,
66304,31,1,Sim,Não,931.0,Urb,
66307,31,1,Sim,Não,4000.0,Urb,
66308,31,1,Sim,Não,9333.0,Urb,
66309,31,1,Sim,Não,3325.0,Urb,
66311,31,1,Sim,Não,2333.0,Urb,
66312,31,1,Sim,Sim,5125.0,Urb,Urb
66313,31,1,Sim,Sim,13200.0,Urb,Urb
66314,31,1,Sim,Não,1242.0,Urb,
66315,31,1,Sim,Sim,6433.0,Urb,Urb
66316,31,1,Não,,575.0,,
66319,31,1,Sim,Sim,1375.0,Urb,Urb
66320,31,1,Sim,Não,5750.0,Urb,
66321,31,1,Sim,Sim,1475.0,Urb,Urb
66322,31,1,Sim,Sim,1948.0,Urb,Urb
66323,31,1,Não,,2100.0,,
66324,31,1,Sim,Sim,1166.0,Urb,Urb
66326,31,1,Sim,Sim,4000.0,Urb,Urb
66327,31,1,Sim,Sim,2433.0,Urb,Urb
66328,31,1,Sim,Sim,1500.0,Urb,Urb
66329,31,1,Sim,Não,1975.0,Urb,
66330,31,1,Sim,Sim,2584.0,Urb,Urb
66331,31,1,Sim,Sim,3500.0,Urb,Urb
66332,31,1,Sim,Sim,4874.0,Urb,Urb
66333,31,1,Sim,Sim,586.0,Urb,Urb
66336,31,1,Não,,1205.0,,
66337,31,1,Não,,840.0,,
66338,31,1,Sim,Não,362.0,Urb,
66339,31,1,Sim,Sim,800.0,Urb,Urb
66340,31,1,Não,,362.0,,
66341,31,1,Sim,Sim,300.0,Urb,Urb
66342,31,1,Sim,Não,984.0,Urb,
66343,31,1,Não,,2000.0,,
66344,31,1,Não,,962.0,,
66345,31,1,Sim,Não,600.0,Urb,
66346,31,1,Não,,484.0,,
66347,31,1,Não,,600.0,,
66348,31,1,Não,,520.0,,
66349,31,1,Sim,Não,948.0,Urb,
66350,31,1,Não,,400.0,,
66351,31,1,Não,,506.0,,
66352,31,1,Não,,408.0,,
66353,31,1,Sim,Sim,1183.0,Urb,Urb
66354,31,1,Sim,Sim,3700.0,Urb,Urb
66355,31,1,Não,,5052.0,,
66356,31,1,Não,,2040.0,,
66357,31,1,Não,,2371.0,,
66358,31,1,Não,,733.0,,
66359,31,1,Sim,Sim,1200.0,Urb,Urb
66360,31,1,Não,,575.0,,
66361,31,1,Sim,Sim,1400.0,Urb,Urb
66362,31,1,Sim,Sim,3340.0,Urb,Urb
66363,31,1,Não,,725.0,,
66364,31,1,Sim,Não,550.0,Urb,
66365,31,1,Não,,1536.0,,
66367,31,1,Sim,Não,2100.0,Urb,
66370,31,1,Não,,1440.0,,
66371,31,1,Sim,Sim,3000.0,Urb,Urb
66373,31,1,Sim,Sim,371.0,Urb,Urb
66374,31,1,Sim,Sim,225.0,Urb,Urb
66376,31,1,Sim,Sim,710.0,Urb,Urb
66377,31,1,Sim,Não,720.0,Urb,
66378,31,1,Sim,Sim,256.0,Urb,Urb
66379,31,1,Sim,Sim,628.0,Urb,Urb
66380,31,1,Não,,650.0,,
66382,31,1,Sim,Sim,178.0,Urb,Urb
66383,31,1,Sim,Sim,21.0,Urb,Urb
66384,31,1,Sim,Sim,374.0,Urb,Urb
66385,31,1,Sim,Sim,468.0,Urb,Urb
66386,31,1,Sim,Sim,758.0,Urb,Urb
66387,31,1,Sim,Sim,566.0,Urb,Urb
66388,31,1,Sim,Não,800.0,Urb,
66389,31,1,Não,,1066.0,,
66390,31,1,Sim,Não,1130.0,Urb,
66391,31,1,Sim,Não,874.0,Urb,
66393,31,1,Não,,850.0,,
66394,31,1,Sim,Não,3725.0,Urb,
66395,31,1,Sim,Não,1000.0,Urb,
66396,31,1,Sim,Não,1220.0,Urb,
66399,31,1,Sim,Não,500.0,Urb,
66400,31,1,Não,,1374.0,,
66401,31,1,Não,,1100.0,,
66402,31,1,Sim,Não,1375.0,Urb,
66403,31,1,Sim,Sim,271.0,Urb,Urb
66404,31,1,Não,,1800.0,,
66405,31,1,Sim,Sim,741.0,Urb,Urb
66406,31,1,Sim,Sim,771.0,Urb,Urb
66407,31,1,Sim,Não,1400.0,Urb,
66408,31,1,Não,,1200.0,,
66409,31,1,Não,,1241.0,,
66410,31,1,Sim,Sim,2550.0,Urb,Urb
66411,31,1,Não,,1400.0,,
66412,31,1,Sim,Sim,900.0,Urb,Urb
66413,31,1,Sim,Não,800.0,Urb,
66414,31,1,Sim,Sim,1950.0,Urb,Urb
66415,31,1,Não,,300.0,,
66416,31,1,Sim,Não,737.0,Urb,
66417,31,1,Sim,Não,930.0,Urb,
66418,31,1,Sim,Sim,742.0,Urb,Urb
66419,31,1,Sim,Sim,1112.0,Urb,Urb
66420,31,1,Não,,1300.0,,
66421,31,1,Sim,Não,2500.0,Urb,
66423,31,1,Sim,Sim,1250.0,Urb,Urb
66424,31,1,Sim,Sim,3666.0,Urb,Urb
66425,31,1,Sim,Sim,10000.0,Urb,Urb
66426,31,1,Sim,Não,2000.0,Urb,
66427,31,1,Sim,Sim,4066.0,Urb,Urb
66428,31,1,Sim,Sim,2200.0,Urb,Urb
