,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g
93630,35,1,2.0,Sim
93631,35,1,2.0,Sim
93634,35,1,2.0,Não
93636,35,1,2.0,Sim
93638,35,1,2.0,Sim
93639,35,1,2.0,Não
93640,35,1,2.0,Sim
93641,35,1,2.0,Não
93642,35,1,2.0,Sim
93643,35,1,2.0,Sim
93648,35,1,2.0,Não
93651,35,1,2.0,Não
93652,35,1,2.0,Sim
93653,35,1,2.0,Sim
93654,35,1,2.0,Sim
93655,35,1,2.0,Sim
93656,35,1,2.0,Sim
93657,35,1,2.0,Sim
93659,35,1,2.0,Sim
93660,35,1,2.0,Sim
93664,35,1,2.0,Sim
93665,35,1,2.0,Não
93666,35,1,2.0,Sim
93671,35,1,2.0,Não
93673,35,1,2.0,Não
93674,35,1,2.0,Sim
93675,35,1,2.0,Sim
93676,35,1,2.0,Sim
93677,35,1,2.0,Sim
93678,35,1,2.0,Não
93679,35,1,2.0,Sim
93680,35,1,2.0,Sim
93682,35,1,2.0,Não
93683,35,1,2.0,Sim
93684,35,1,2.0,Não
93686,35,1,2.0,Não
93687,35,1,2.0,Não
93688,35,1,2.0,Não
93689,35,1,2.0,Não
93690,35,1,2.0,Sim
93691,35,1,2.0,Sim
93692,35,1,2.0,Não
93693,35,1,2.0,Sim
93695,35,1,2.0,Sim
93700,35,1,2.0,Não
93701,35,1,2.0,Sim
93703,35,1,2.0,Não
93704,35,1,2.0,Não
93705,35,1,2.0,Não
93706,35,1,2.0,Não
93707,35,1,2.0,Não
93708,35,1,2.0,Não
93709,35,1,2.0,Não
93711,35,1,2.0,Não
93712,35,1,2.0,Sim
93713,35,1,2.0,Não
93715,35,1,2.0,Sim
93716,35,1,2.0,Não
93719,35,1,2.0,Não
93720,35,1,2.0,Sim
93721,35,1,2.0,Sim
93728,35,1,2.0,Sim
93730,35,1,2.0,Sim
93731,35,1,2.0,Não
93732,35,1,2.0,Sim
93734,35,1,2.0,Sim
93735,35,1,2.0,Sim
93736,35,1,2.0,Sim
93740,35,1,2.0,Sim
93741,35,1,2.0,Sim
93742,35,1,2.0,Sim
93743,35,1,2.0,Sim
93750,35,1,2.0,Sim
93754,35,1,2.0,Sim
93765,35,2,2.0,Sim
93766,35,2,2.0,Sim
93774,35,2,2.0,Sim
93776,35,2,2.0,Sim
93777,35,2,2.0,Sim
93781,35,8,2.0,Sim
93782,35,8,2.0,Sim
93784,35,8,2.0,Não
93787,35,8,2.0,Sim
93791,35,8,2.0,Sim
93796,35,8,2.0,Sim
93805,35,1,2.0,Sim
93812,35,1,2.0,Sim
93817,35,1,2.0,Sim
93820,35,1,2.0,Sim
93821,35,1,2.0,Sim
93822,35,1,2.0,Sim
93823,35,1,2.0,Sim
93824,35,1,2.0,Sim
93826,35,1,2.0,Sim
93831,35,8,2.0,Sim
93840,35,8,2.0,Sim
93850,35,1,2.0,Sim
93851,35,1,2.0,Sim
93852,35,1,2.0,Sim
93853,35,1,2.0,Sim
93854,35,1,2.0,Não
93855,35,1,2.0,Sim
93856,35,1,2.0,Sim
93857,35,1,2.0,Sim
93858,35,1,2.0,Sim
93859,35,1,2.0,Sim
93862,35,1,2.0,Sim
93863,35,1,2.0,Sim
93865,35,1,2.0,Sim
93866,35,1,2.0,Sim
93870,35,1,2.0,Sim
93873,35,1,2.0,Sim
93875,35,1,2.0,Não
93877,35,1,2.0,Sim
93878,35,1,2.0,Sim
93882,35,1,2.0,Sim
93883,35,1,2.0,Sim
93884,35,1,2.0,Sim
93885,35,1,2.0,Sim
93889,35,1,2.0,Sim
93890,35,1,2.0,Sim
93892,35,1,2.0,Sim
93894,35,1,2.0,Sim
93895,35,1,2.0,Sim
93896,35,1,2.0,Sim
93897,35,1,2.0,Sim
93899,35,1,2.0,Sim
93905,35,1,2.0,Sim
93906,35,1,2.0,Sim
93907,35,1,2.0,Sim
93908,35,1,2.0,Sim
93910,35,1,2.0,Sim
93914,35,8,2.0,Sim
93915,35,8,2.0,Sim
93921,35,8,2.0,Não
93924,35,1,2.0,Sim
93926,35,1,2.0,Sim
93927,35,1,2.0,Sim
93928,35,1,2.0,Sim
93930,35,1,2.0,Sim
93931,35,1,2.0,Sim
93933,35,1,2.0,Não
93934,35,1,2.0,Sim
93935,35,1,2.0,Não
93937,35,1,2.0,Não
93938,35,1,2.0,Sim
93939,35,1,2.0,Sim
93941,35,1,2.0,Sim
93942,35,1,2.0,Sim
93943,35,1,2.0,Não
93947,35,1,2.0,Sim
93948,35,1,2.0,Sim
93949,35,1,2.0,Sim
93951,35,1,2.0,Sim
93952,35,1,2.0,Sim
93954,35,1,2.0,Sim
93955,35,1,2.0,Sim
93957,35,1,2.0,Não
93958,35,1,2.0,Sim
93961,35,1,2.0,Não
93962,35,1,2.0,Sim
93964,35,1,2.0,Sim
93965,35,1,2.0,Sim
93967,35,1,2.0,Sim
93969,35,1,2.0,Sim
93970,35,1,2.0,Não
93971,35,1,2.0,Sim
93974,35,1,2.0,Não
93975,35,1,2.0,Sim
93976,35,1,2.0,Não
93977,35,1,2.0,Não
93978,35,1,2.0,Não
93980,35,1,2.0,Sim
93981,35,1,2.0,Não
93982,35,1,2.0,Não
93983,35,1,2.0,Não
93984,35,1,2.0,Não
93985,35,1,2.0,Não
93989,35,1,2.0,Não
93990,35,1,2.0,Não
93997,35,1,2.0,Sim
93998,35,1,2.0,Sim
94000,35,1,2.0,Sim
94003,35,1,2.0,Não
94005,35,1,2.0,Sim
94007,35,1,2.0,Sim
94008,35,1,2.0,Sim
94010,35,1,2.0,Não
94013,35,1,2.0,Não
94016,35,1,2.0,Não
94018,35,1,2.0,Não
94019,35,1,2.0,Sim
94020,35,1,2.0,Não
94022,35,1,2.0,Sim
94023,35,1,2.0,Não
94024,35,1,2.0,Sim
94025,35,1,2.0,Não
94027,35,1,2.0,Sim
94028,35,1,2.0,Sim
94030,35,1,2.0,Não
94031,35,1,2.0,Não
94032,35,1,2.0,Não
94033,35,1,2.0,Sim
94034,35,1,2.0,Sim
94036,35,1,2.0,Sim
94039,35,1,2.0,Sim
94040,35,1,2.0,Sim
94041,35,1,2.0,Não
94042,35,1,2.0,Sim
94043,35,1,2.0,Sim
94045,35,1,2.0,Sim
94047,35,1,2.0,Não
94049,35,1,2.0,Não
94050,35,1,2.0,Não
94051,35,1,2.0,Sim
94052,35,1,2.0,Sim
94056,35,1,2.0,Sim
94059,35,1,2.0,Sim
94061,35,1,2.0,Sim
94062,35,1,2.0,Sim
94066,35,1,2.0,Não
94069,35,1,2.0,Não
94070,35,1,2.0,Sim
94071,35,1,2.0,Não
94073,35,1,2.0,Sim
94074,35,1,2.0,Sim
94075,35,1,2.0,Não
94076,35,1,2.0,Sim
94077,35,1,2.0,Não
94078,35,1,2.0,Sim
94081,35,1,2.0,Sim
94082,35,1,2.0,Sim
94086,35,1,2.0,Não
94087,35,1,2.0,Sim
94088,35,1,2.0,Sim
94089,35,1,2.0,Sim
94090,35,1,2.0,Sim
94091,35,1,2.0,Sim
94094,35,1,2.0,Sim
94096,35,1,2.0,Sim
94098,35,1,2.0,Sim
94099,35,1,2.0,Sim
94105,35,1,2.0,Sim
94106,35,1,2.0,Sim
94109,35,1,2.0,Sim
94111,35,1,2.0,Não
94112,35,1,2.0,Sim
94113,35,1,2.0,Sim
94115,35,1,2.0,Sim
94117,35,1,2.0,Sim
94123,35,1,2.0,Não
94125,35,1,2.0,Sim
94126,35,1,2.0,Sim
94127,35,1,2.0,Sim
94128,35,1,2.0,Sim
94132,35,1,2.0,Sim
94133,35,1,2.0,Sim
94134,35,1,2.0,Não
94135,35,1,2.0,Não
94136,35,1,2.0,Sim
94137,35,1,2.0,Sim
94138,35,1,2.0,Sim
94141,35,1,2.0,Não
94143,35,1,2.0,Não
94144,35,1,2.0,Sim
94145,35,1,2.0,Não
94147,35,1,2.0,Não
94148,35,1,2.0,Não
94150,35,1,2.0,Sim
94152,35,1,2.0,Não
94153,35,1,2.0,Não
94154,35,1,2.0,Sim
94156,35,1,2.0,Não
94157,35,1,2.0,Não
94158,35,1,2.0,Não
94160,35,1,2.0,Sim
94162,35,1,2.0,Não
94164,35,1,2.0,Não
94165,35,1,2.0,Não
94166,35,1,2.0,Não
94167,35,1,2.0,Não
94169,35,1,2.0,Não
94170,35,1,2.0,Não
94172,35,1,2.0,Não
94173,35,1,2.0,Não
94174,35,1,2.0,Não
94177,35,1,2.0,Sim
94180,35,1,2.0,Não
94181,35,1,2.0,Não
94182,35,1,2.0,Sim
94183,35,1,2.0,Não
94184,35,1,2.0,Sim
94187,35,1,2.0,Sim
94188,35,1,2.0,Não
94189,35,1,2.0,Não
94190,35,1,2.0,Não
94192,35,1,2.0,Não
94194,35,1,2.0,Não
94197,35,1,2.0,Não
94198,35,1,2.0,Não
94199,35,1,2.0,Não
94204,35,1,2.0,Sim
94205,35,1,2.0,Sim
94208,35,1,2.0,Não
94209,35,1,2.0,Não
94211,35,1,2.0,Não
94212,35,1,2.0,Não
94213,35,1,2.0,Não
94214,35,1,2.0,Não
94217,35,1,2.0,Sim
94218,35,1,2.0,Não
94219,35,1,2.0,Não
94220,35,1,2.0,Sim
94221,35,1,2.0,Não
94222,35,1,2.0,Não
94224,35,1,2.0,Não
94227,35,1,2.0,Sim
94228,35,1,2.0,Sim
94230,35,1,2.0,Sim
94231,35,1,2.0,Não
94233,35,1,2.0,Sim
94234,35,1,2.0,Sim
94235,35,1,2.0,Sim
94236,35,1,2.0,Sim
94239,35,1,2.0,Sim
94241,35,1,2.0,Sim
94242,35,1,2.0,Não
94246,35,1,2.0,Sim
94248,35,1,2.0,Sim
94250,35,1,2.0,Sim
94254,35,1,2.0,Sim
94256,35,1,2.0,Sim
94263,35,1,2.0,Sim
94265,35,1,2.0,Sim
94267,35,1,2.0,Sim
94270,35,1,2.0,Sim
94273,35,1,2.0,Sim
94275,35,1,2.0,Sim
94277,35,1,2.0,Sim
94278,35,1,2.0,Sim
94280,35,1,2.0,Sim
94281,35,1,2.0,Sim
94284,35,1,2.0,Sim
94287,35,1,2.0,Sim
94291,35,1,2.0,Sim
94292,35,1,2.0,Sim
94294,35,1,2.0,Sim
94296,35,1,2.0,Não
94299,35,1,2.0,Sim
94300,35,1,2.0,Não
94301,35,1,2.0,Sim
94302,35,1,2.0,Sim
94304,35,1,2.0,Sim
94305,35,1,2.0,Não
94306,35,1,2.0,Não
94307,35,1,2.0,Sim
94308,35,1,2.0,Não
94309,35,1,2.0,Não
94310,35,1,2.0,Não
94311,35,1,2.0,Não
94313,35,1,2.0,Não
94314,35,1,2.0,Sim
94315,35,1,2.0,Não
94316,35,1,2.0,Não
94318,35,1,2.0,Sim
94320,35,1,2.0,Sim
94321,35,1,2.0,Não
94323,35,1,2.0,Sim
94324,35,1,2.0,Não
94326,35,1,2.0,Sim
94327,35,1,2.0,Sim
94328,35,1,2.0,Sim
94329,35,1,2.0,Sim
94330,35,1,2.0,Não
94331,35,1,2.0,Não
94332,35,1,2.0,Sim
94333,35,1,2.0,Sim
94335,35,1,2.0,Sim
94336,35,1,2.0,Sim
94338,35,1,2.0,Sim
94339,35,1,2.0,Sim
94340,35,1,2.0,Sim
94341,35,1,2.0,Sim
94343,35,1,2.0,Sim
94344,35,1,2.0,Sim
94345,35,1,2.0,Sim
94346,35,1,2.0,Sim
94347,35,1,2.0,Sim
94348,35,1,2.0,Sim
94349,35,1,2.0,Sim
94351,35,1,2.0,Sim
94354,35,1,2.0,Sim
94355,35,1,2.0,Sim
94357,35,1,2.0,Sim
94358,35,1,2.0,Sim
94359,35,1,2.0,Sim
94360,35,1,2.0,Sim
94366,35,1,2.0,Sim
94375,35,1,2.0,Sim
94381,35,1,2.0,Sim
94385,35,1,2.0,Sim
94390,35,1,2.0,Não
94391,35,1,2.0,Não
94393,35,1,2.0,Sim
94394,35,1,2.0,Não
94395,35,1,2.0,Não
94396,35,1,2.0,Não
94397,35,1,2.0,Não
94399,35,1,2.0,Não
94400,35,1,2.0,Não
94401,35,1,2.0,Não
94402,35,1,2.0,Não
94403,35,1,2.0,Não
94404,35,1,2.0,Não
94405,35,1,2.0,Sim
94406,35,1,2.0,Não
94407,35,1,2.0,Não
94408,35,1,2.0,Sim
94409,35,1,2.0,Sim
94410,35,1,2.0,Sim
94411,35,1,2.0,Sim
94413,35,1,2.0,Sim
94414,35,1,2.0,Sim
94416,35,1,2.0,Sim
94417,35,1,2.0,Sim
94418,35,1,2.0,Sim
94419,35,1,2.0,Sim
94420,35,1,2.0,Sim
94422,35,1,2.0,Sim
94424,35,1,2.0,Não
94425,35,1,2.0,Sim
94426,35,1,2.0,Sim
94428,35,1,2.0,Sim
94430,35,1,2.0,Sim
94431,35,1,2.0,Sim
94432,35,1,2.0,Sim
94436,35,1,2.0,Sim
94437,35,1,2.0,Sim
94438,35,1,2.0,Sim
94441,35,1,2.0,Não
94443,35,1,2.0,Sim
94446,35,1,2.0,Sim
94449,35,1,2.0,Sim
94450,35,1,2.0,Sim
94454,35,1,2.0,Sim
94455,35,1,2.0,Sim
94457,35,1,2.0,Não
94460,35,1,2.0,Sim
94462,35,1,2.0,Sim
94465,35,1,2.0,Sim
94466,35,1,2.0,Não
94468,35,1,2.0,Sim
94469,35,1,2.0,Sim
94470,35,1,2.0,Não
94471,35,1,2.0,Não
94474,35,1,2.0,Não
94476,35,1,2.0,Não
94477,35,1,2.0,Sim
94479,35,1,2.0,Sim
94485,35,1,2.0,Sim
94486,35,1,2.0,Não
94487,35,1,2.0,Não
94490,35,1,2.0,Não
94491,35,1,2.0,Sim
94493,35,1,2.0,Não
94494,35,1,2.0,Não
94495,35,1,2.0,Sim
94496,35,1,2.0,Sim
94500,35,1,2.0,Não
94504,35,1,2.0,Não
94505,35,1,2.0,Não
94508,35,1,2.0,Não
94509,35,1,2.0,Sim
94512,35,4,2.0,Não
94513,35,4,2.0,Não
94514,35,4,2.0,Não
94515,35,4,2.0,Não
94516,35,4,2.0,Não
94518,35,4,2.0,Não
94519,35,4,2.0,Não
94521,35,4,2.0,Não
94524,35,4,2.0,Não
94526,35,4,2.0,Não
94527,35,4,2.0,Não
94528,35,4,2.0,Não
94529,35,4,2.0,Não
94532,35,4,2.0,Não
94534,35,1,2.0,Sim
94535,35,1,2.0,Sim
94536,35,1,2.0,Sim
94538,35,1,2.0,Sim
94539,35,1,2.0,Sim
94541,35,1,2.0,Sim
94542,35,1,2.0,Sim
94543,35,1,2.0,Sim
94544,35,1,2.0,Sim
94547,35,1,2.0,Sim
94551,35,1,2.0,Sim
94552,35,1,2.0,Sim
94553,35,1,2.0,Sim
94554,35,1,2.0,Sim
94556,35,1,2.0,Sim
94562,35,1,2.0,Sim
94563,35,1,2.0,Sim
94566,35,1,2.0,Sim
94567,35,1,2.0,Sim
94569,35,1,2.0,Sim
94572,35,1,2.0,Sim
94574,35,1,2.0,Sim
94575,35,1,2.0,Sim
94576,35,1,2.0,Sim
94578,35,1,2.0,Sim
94580,35,1,2.0,Sim
94581,35,1,2.0,Sim
94583,35,1,2.0,Sim
94584,35,1,2.0,Sim
94585,35,1,2.0,Sim
94586,35,1,2.0,Sim
94588,35,1,2.0,Sim
94589,35,1,2.0,Sim
94593,35,1,2.0,Sim
94594,35,1,2.0,Sim
94597,35,1,2.0,Sim
94598,35,1,2.0,Sim
94599,35,1,2.0,Sim
94600,35,1,2.0,Sim
94602,35,1,2.0,Não
94603,35,1,2.0,Não
94604,35,1,2.0,Sim
94605,35,1,2.0,Sim
94606,35,1,2.0,Sim
94607,35,1,2.0,Sim
94609,35,1,2.0,Não
94610,35,1,2.0,Sim
94611,35,1,2.0,Sim
94613,35,1,2.0,Sim
94615,35,1,2.0,Sim
94617,35,1,2.0,Sim
94619,35,1,2.0,Não
94620,35,1,2.0,Sim
94622,35,1,2.0,Sim
94623,35,1,2.0,Não
94624,35,1,2.0,Sim
94625,35,1,2.0,Sim
94626,35,1,2.0,Sim
94629,35,1,2.0,Sim
94630,35,1,2.0,Sim
94631,35,1,2.0,Sim
94632,35,1,2.0,Sim
94633,35,1,2.0,Sim
94634,35,1,2.0,Sim
94635,35,1,2.0,Sim
94636,35,1,2.0,Sim
94639,35,1,2.0,Sim
94643,35,1,2.0,Sim
94645,35,1,2.0,Sim
94646,35,1,2.0,Sim
94647,35,1,2.0,Sim
94649,35,1,2.0,Sim
94652,35,1,2.0,Sim
94654,35,1,2.0,Sim
94656,35,1,2.0,Sim
94657,35,1,2.0,Sim
94658,35,1,2.0,Sim
94659,35,1,2.0,Sim
94660,35,1,2.0,Sim
94661,35,1,2.0,Sim
94662,35,1,2.0,Sim
94663,35,1,2.0,Sim
94664,35,1,2.0,Sim
94665,35,1,2.0,Sim
94666,35,1,2.0,Sim
94667,35,1,2.0,Sim
94668,35,1,2.0,Sim
94669,35,1,2.0,Sim
94670,35,1,2.0,Sim
94671,35,1,2.0,Sim
94672,35,1,2.0,Sim
94673,35,1,2.0,Sim
94674,35,1,2.0,Sim
94675,35,1,2.0,Sim
94676,35,1,2.0,Sim
94677,35,1,2.0,Sim
94678,35,1,2.0,Sim
94680,35,1,2.0,Sim
94681,35,1,2.0,Não
94684,35,1,2.0,Sim
94685,35,1,2.0,Sim
94686,35,1,2.0,Sim
94687,35,1,2.0,Não
94688,35,1,2.0,Sim
94689,35,1,2.0,Sim
94690,35,1,2.0,Sim
94692,35,1,2.0,Não
94694,35,1,2.0,Não
94695,35,1,2.0,Não
94696,35,1,2.0,Sim
94697,35,1,2.0,Não
94698,35,1,2.0,Sim
94699,35,1,2.0,Não
94700,35,1,2.0,Não
94701,35,1,2.0,Não
94703,35,1,2.0,Não
94704,35,1,2.0,Não
94705,35,1,2.0,Sim
94706,35,1,2.0,Sim
94707,35,1,2.0,Não
94708,35,1,2.0,Não
94709,35,1,2.0,Sim
94711,35,1,2.0,Sim
94712,35,1,2.0,Sim
94714,35,1,2.0,Não
94715,35,1,2.0,Não
94716,35,1,2.0,Não
94717,35,1,2.0,Sim
94718,35,1,2.0,Não
94719,35,1,2.0,Sim
94722,35,1,2.0,Não
94723,35,1,2.0,Sim
94724,35,1,2.0,Não
94725,35,1,2.0,Sim
94727,35,1,2.0,Não
94728,35,1,2.0,Não
94729,35,1,2.0,Sim
94732,35,1,2.0,Sim
94734,35,1,2.0,Sim
94737,35,1,2.0,Não
94738,35,1,2.0,Sim
94739,35,1,2.0,Sim
94740,35,1,2.0,Sim
94741,35,1,2.0,Sim
94743,35,1,2.0,Sim
94744,35,1,2.0,Não
94745,35,1,2.0,Não
94746,35,1,2.0,Não
94747,35,1,2.0,Não
94748,35,1,2.0,Sim
94751,35,1,2.0,Sim
94752,35,1,2.0,Não
94754,35,1,2.0,Sim
94755,35,1,2.0,Sim
94756,35,1,2.0,Sim
94757,35,1,2.0,Sim
94759,35,1,2.0,Sim
94760,35,1,2.0,Sim
94761,35,1,2.0,Sim
94762,35,1,2.0,Sim
94766,35,1,2.0,Sim
94769,35,1,2.0,Sim
94771,35,1,2.0,Sim
94772,35,1,2.0,Sim
94775,35,1,2.0,Sim
94776,35,1,2.0,Sim
94777,35,1,2.0,Sim
94778,35,1,2.0,Sim
94785,35,1,2.0,Sim
94786,35,1,2.0,Não
94789,35,1,2.0,Sim
94791,35,1,2.0,Sim
94793,35,1,2.0,Sim
94794,35,1,2.0,Sim
94795,35,1,2.0,Sim
94797,35,1,2.0,Sim
94798,35,1,2.0,Sim
94803,35,1,2.0,Não
94804,35,1,2.0,Sim
94805,35,1,2.0,Sim
94809,35,1,2.0,Não
94810,35,1,2.0,Sim
94817,35,1,2.0,Sim
94818,35,1,2.0,Sim
94820,35,1,2.0,Sim
94821,35,1,2.0,Sim
94828,35,1,2.0,Sim
94832,35,1,2.0,Sim
94833,35,1,2.0,Sim
94835,35,8,2.0,Sim
94841,35,8,2.0,Sim
94847,35,8,2.0,Sim
94848,35,1,2.0,Não
94850,35,1,2.0,Sim
94855,35,1,2.0,Não
94856,35,1,2.0,Não
94861,35,1,2.0,Não
94862,35,1,2.0,Não
94868,35,1,2.0,Sim
94871,35,1,2.0,Sim
94876,35,1,2.0,Não
94877,35,1,2.0,Sim
94885,35,1,2.0,Sim
94894,35,1,2.0,Não
94896,35,1,2.0,Não
94897,35,1,2.0,Não
94899,35,1,2.0,Não
94900,35,1,2.0,Não
94901,35,1,2.0,Não
94902,35,1,2.0,Não
94903,35,1,2.0,Sim
94904,35,1,2.0,Não
94905,35,1,2.0,Sim
94907,35,1,2.0,Não
94908,35,1,2.0,Sim
94909,35,1,2.0,Sim
94911,35,1,2.0,Não
94912,35,1,2.0,Não
94913,35,1,2.0,Sim
94914,35,1,2.0,Não
94918,35,1,2.0,Não
94919,35,1,2.0,Sim
94921,35,1,2.0,Não
94922,35,1,2.0,Não
94926,35,1,2.0,Não
94927,35,1,2.0,Não
94929,35,1,2.0,Não
94932,35,1,2.0,Não
94933,35,1,2.0,Não
94935,35,1,2.0,Não
94936,35,1,2.0,Não
94937,35,1,2.0,Não
94939,35,1,2.0,Sim
94943,35,1,2.0,Não
94944,35,1,2.0,Não
94945,35,1,2.0,Não
94947,35,1,2.0,Não
94948,35,1,2.0,Não
94949,35,1,2.0,Não
94950,35,1,2.0,Não
94951,35,1,2.0,Não
94952,35,1,2.0,Não
94954,35,1,2.0,Sim
94955,35,1,2.0,Sim
94956,35,1,2.0,Sim
94957,35,1,2.0,Não
94958,35,1,2.0,Não
94959,35,1,2.0,Sim
94961,35,1,2.0,Sim
94963,35,1,2.0,Sim
94964,35,1,2.0,Não
94965,35,1,2.0,Sim
94966,35,1,2.0,Sim
94968,35,1,2.0,Sim
94969,35,1,2.0,Não
94970,35,1,2.0,Sim
94971,35,1,2.0,Não
94972,35,1,2.0,Não
94976,35,1,2.0,Não
94977,35,1,2.0,Não
94978,35,1,2.0,Sim
94979,35,1,2.0,Sim
94980,35,1,2.0,Não
94981,35,1,2.0,Sim
94982,35,1,2.0,Sim
94984,35,1,2.0,Sim
94985,35,1,2.0,Sim
94987,35,1,2.0,Sim
94988,35,1,2.0,Sim
94990,35,1,2.0,Não
94994,35,1,2.0,Não
94999,35,1,2.0,Sim
95000,35,1,2.0,Não
95001,35,1,2.0,Sim
95002,35,1,2.0,Sim
95004,35,1,2.0,Sim
95005,35,1,2.0,Sim
95006,35,1,2.0,Sim
95007,35,1,2.0,Sim
95008,35,1,2.0,Sim
95009,35,1,2.0,Sim
95010,35,1,2.0,Sim
95011,35,1,2.0,Sim
95012,35,1,2.0,Sim
95015,35,1,2.0,Não
95016,35,1,2.0,Sim
95017,35,1,2.0,Sim
95018,35,1,2.0,Sim
95019,35,2,2.0,Não
95021,35,2,2.0,Não
95025,35,2,2.0,Não
95026,35,2,2.0,Sim
95027,35,2,2.0,Não
95029,35,2,2.0,Não
95030,35,2,2.0,Sim
95031,35,2,2.0,Sim
95035,35,2,2.0,Sim
95036,35,2,2.0,Não
95040,35,2,2.0,Sim
95041,35,2,2.0,Sim
95043,35,1,2.0,Sim
95044,35,1,2.0,Sim
95045,35,1,2.0,Não
95046,35,1,2.0,Sim
95048,35,1,2.0,Sim
95050,35,1,2.0,Sim
95053,35,1,2.0,Sim
95055,35,1,2.0,Sim
95056,35,1,2.0,Sim
95059,35,3,2.0,Sim
95061,35,3,2.0,Não
95062,35,3,2.0,Sim
95063,35,3,2.0,Sim
95066,35,3,2.0,Sim
95070,35,1,2.0,Não
95073,35,1,2.0,Sim
95076,35,1,2.0,Não
95077,35,1,2.0,Sim
95078,35,1,2.0,Sim
95080,35,1,2.0,Sim
95081,35,1,2.0,Não
95089,35,1,2.0,Sim
95090,35,1,2.0,Sim
95093,35,1,2.0,Sim
95094,35,1,2.0,Sim
95098,35,1,2.0,Sim
95100,35,1,2.0,Sim
95101,35,1,2.0,Sim
95102,35,1,2.0,Sim
95103,35,1,2.0,Sim
95107,35,1,2.0,Não
95108,35,1,2.0,Não
95111,35,1,2.0,Não
95112,35,1,2.0,Sim
95113,35,1,2.0,Sim
95114,35,1,2.0,Sim
95115,35,1,2.0,Sim
95116,35,1,2.0,Sim
95117,35,1,2.0,Sim
95118,35,1,2.0,Não
95120,35,1,2.0,Sim
95121,35,1,2.0,Sim
95122,35,1,2.0,Sim
95124,35,1,2.0,Não
95125,35,1,2.0,Não
95127,35,1,2.0,Não
95128,35,1,2.0,Sim
95129,35,1,2.0,Sim
95131,35,1,2.0,Sim
95132,35,1,2.0,Sim
95133,35,1,2.0,Sim
95134,35,1,2.0,Sim
95135,35,1,2.0,Sim
95136,35,1,2.0,Sim
95137,35,1,2.0,Não
95140,35,1,2.0,Não
95141,35,1,2.0,Não
95142,35,1,2.0,Sim
95143,35,1,2.0,Sim
95144,35,1,2.0,Sim
95145,35,1,2.0,Sim
95146,35,1,2.0,Não
95147,35,1,2.0,Sim
95152,35,1,2.0,Sim
95154,35,1,2.0,Sim
95155,35,1,2.0,Sim
95157,35,1,2.0,Não
95158,35,1,2.0,Não
95159,35,1,2.0,Sim
95161,35,1,2.0,Sim
95163,35,1,2.0,Sim
95165,35,1,2.0,Não
95169,35,1,2.0,Não
95170,35,1,2.0,Não
95172,35,1,2.0,Sim
95173,35,1,2.0,Não
95175,35,1,2.0,Não
95176,35,1,2.0,Sim
95177,35,1,2.0,Sim
95178,35,1,2.0,Sim
95179,35,1,2.0,Sim
95181,35,1,2.0,Sim
95182,35,1,2.0,Não
95183,35,1,2.0,Sim
95184,35,1,2.0,Não
95186,35,1,2.0,Não
95187,35,1,2.0,Sim
95188,35,1,2.0,Sim
95191,35,1,2.0,Sim
95193,35,1,2.0,Não
95194,35,1,2.0,Sim
95197,35,1,2.0,Não
95198,35,1,2.0,Não
95199,35,1,2.0,Não
95200,35,1,2.0,Sim
95201,35,1,2.0,Não
95202,35,1,2.0,Sim
95203,35,1,2.0,Sim
95204,35,1,2.0,Sim
95209,35,1,2.0,Sim
95210,35,1,2.0,Sim
95211,35,1,2.0,Sim
95212,35,1,2.0,Não
95213,35,1,2.0,Não
95214,35,1,2.0,Sim
95215,35,1,2.0,Não
95216,35,1,2.0,Não
95218,35,1,2.0,Não
95222,35,1,2.0,Não
95224,35,1,2.0,Sim
95225,35,1,2.0,Sim
95227,35,1,2.0,Sim
95229,35,1,2.0,Sim
95233,35,1,2.0,Sim
95234,35,1,2.0,Sim
95236,35,1,2.0,Sim
95237,35,1,2.0,Sim
95238,35,1,2.0,Sim
95239,35,1,2.0,Sim
95240,35,1,2.0,Sim
95241,35,1,2.0,Sim
95242,35,1,2.0,Sim
95244,35,1,2.0,Sim
95245,35,1,2.0,Sim
95246,35,1,2.0,Sim
95247,35,1,2.0,Sim
95249,35,1,2.0,Sim
95250,35,1,2.0,Não
95252,35,1,2.0,Sim
95253,35,1,2.0,Não
95255,35,1,2.0,Não
95256,35,1,2.0,Não
95257,35,1,2.0,Não
95258,35,1,2.0,Não
95259,35,1,2.0,Não
95263,35,1,2.0,Não
95267,35,1,2.0,Sim
95268,35,1,2.0,Sim
95270,35,1,2.0,Sim
95271,35,1,2.0,Sim
95272,35,1,2.0,Sim
95273,35,1,2.0,Sim
95274,35,1,2.0,Sim
95275,35,1,2.0,Sim
95276,35,1,2.0,Sim
95277,35,1,2.0,Não
95278,35,1,2.0,Sim
95279,35,1,2.0,Sim
95280,35,1,2.0,Sim
95281,35,1,2.0,Não
95283,35,1,2.0,Sim
95285,35,1,2.0,Sim
95286,35,1,2.0,Sim
95287,35,1,2.0,Sim
95288,35,1,2.0,Sim
95291,35,1,2.0,Sim
95292,35,1,2.0,Sim
95293,35,1,2.0,Sim
95294,35,1,2.0,Sim
95295,35,1,2.0,Sim
95297,35,1,2.0,Sim
95299,35,1,2.0,Não
95300,35,1,2.0,Não
95301,35,1,2.0,Não
95303,35,1,2.0,Não
