,Estado,Acesso a internet em casa,Acesso através de 3g ou 4g,Acesso por banda larga,Acesso por microcomputador,Acesso por celular,Número de TV de tela fina,Número de TV de tubo,Tem TV por assinatura,Tem TV por sinal aberto
86599,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
86600,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
86603,33,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0
86605,33,2.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0
86607,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86608,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
86609,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
86610,33,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0
86611,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86612,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86614,33,2.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
86617,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
86618,33,2.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0
86621,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86622,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
86623,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86624,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86642,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
86646,33,2.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0
86647,33,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
86650,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,5.0
86651,33,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0
86654,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0
86655,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
86656,33,2.0,4.0,2.0,2.0,4.0,0.0,4.0,3.0,3.0
86657,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
86660,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86661,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86663,33,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
86664,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86665,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86666,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
86667,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86669,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86670,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86672,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86673,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86674,33,2.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0
86676,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86679,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86680,33,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0
86682,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86683,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
86684,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86686,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86687,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86689,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86690,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86691,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86693,33,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0
86694,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86695,33,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
86696,33,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
86698,33,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
86699,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86700,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86701,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
86702,33,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0
86703,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86704,33,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86706,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86707,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
86708,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
86710,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
86711,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86714,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86716,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86717,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86719,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86720,33,2.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0
86721,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,3.0,1.0
86723,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86725,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86728,33,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
86731,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,5.0
86734,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
86741,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86743,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86745,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86746,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86747,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86748,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86749,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86750,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86752,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,5.0
86753,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86754,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
86755,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86756,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86757,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86758,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86759,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86760,33,2.0,4.0,2.0,2.0,4.0,0.0,4.0,1.0,5.0
86762,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86764,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86765,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86766,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86769,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86772,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,5.0
86774,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
86776,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86777,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86778,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
86780,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
86781,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
86783,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86785,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86786,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,5.0
86788,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86790,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
86791,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0
86792,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86793,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86795,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86796,33,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0
86799,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
86800,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86801,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86802,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
86803,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86807,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
86812,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
86813,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86814,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0
86815,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86816,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86817,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0
86819,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
86820,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86821,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86823,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86826,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86828,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
86829,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86830,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86831,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86834,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
86835,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86836,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86837,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86838,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86839,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86840,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86841,33,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
86842,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86844,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86845,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86846,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86847,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86848,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86849,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0
86850,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
86852,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
86853,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
86855,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
86856,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,1.0
86859,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86860,33,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0
86862,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86863,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
86864,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86866,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86867,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
86868,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86869,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86873,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86874,33,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0
86875,33,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0
86876,33,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
86878,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0
86879,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
86880,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
86881,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
86883,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86885,33,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
86887,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86890,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86891,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86892,33,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
86893,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86894,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86895,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86896,33,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
86897,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86898,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86899,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86900,33,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
86902,33,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0
86906,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
86907,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
86910,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86911,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
86912,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
86913,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
86914,33,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
86916,33,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
86917,33,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
86918,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86920,33,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
86921,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86923,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
86924,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
86925,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
86926,33,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
86927,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
86928,33,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
86932,33,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
86940,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86941,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86942,33,2.0,4.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0
86944,33,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0
86945,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86946,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86947,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
86949,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86950,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
86951,33,2.0,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0
86952,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
86953,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86954,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0
86955,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86956,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0
86958,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
86960,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
86961,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0
86962,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0
86964,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86965,33,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0
86967,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
86968,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86969,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
86970,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
86971,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86972,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
86973,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
86975,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86977,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
86979,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
86982,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
86983,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0
86986,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
86987,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
86988,33,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
86989,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
86990,33,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
86992,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
86993,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
86994,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
86995,33,2.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0
86998,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
86999,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0
87003,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
87007,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0
87008,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
87010,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
87012,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
87014,33,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0
87015,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0
87016,33,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0
87018,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
87021,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0
87022,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,5.0
87023,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
87026,33,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0
87028,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
87029,33,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
87031,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
87033,33,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0
87034,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
87035,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
87036,33,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
87039,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
87040,33,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0
87044,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
87045,33,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0
87046,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
87047,33,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
87048,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
87050,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
87051,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
87052,33,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0
87054,33,2.0,2.0,4.0,4.0,4.0,2.0,0.0,3.0,3.0
87055,33,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
87060,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
87061,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
87062,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
87063,33,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0
87064,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
87065,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
87066,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
87067,33,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
87070,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0
87072,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
87073,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
87078,33,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
87079,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
87080,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
87081,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
87083,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
87084,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
87086,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
87087,33,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0
87088,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
87089,33,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
87090,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
87092,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0
87093,33,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
87094,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
87097,33,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0
87099,33,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
87101,33,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
87102,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0
87105,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0
87106,33,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
87107,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
87109,33,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
87111,33,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0
87112,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
87113,33,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0
87115,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
87116,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
87118,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
87119,33,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
87124,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
87125,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
87126,33,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
87127,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
87128,33,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
87129,33,2.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0
87131,33,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
87133,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
87134,33,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
87136,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
87138,33,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
87141,33,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
87142,33,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
87143,33,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
87146,33,2.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0
